"sp","value_rmodificator","p_change","qual_change"
"tonicia  elegans",0.0468,-1.304597667,"Less than 5% change"
"anthotoe spp.",0.0468,0.112647139,"Less than 5% change"
"austromegabalanus psittacus",0.0468,0.085978928,"Less than 5% change"
"balanus laevis",0.0468,0.393606694,"Less than 5% change"
"brachidontes granulata",0.0468,0.050905604,"Less than 5% change"
"bunodactis spp.",0.0468,0.112647139,"Less than 5% change"
"Oulactis concinnata",0.0468,0.112647139,"Less than 5% change"
"jhelius cirratus",0.0468,-0.206315851,"Less than 5% change"
"lessonia nigrescens a",0.0468,-19.73951417,"Decrease"
"nothobalanus flosculus",0.0468,0.337937191,"Less than 5% change"
"nothochthamalus scabrosus",0.0468,-0.187005077,"Less than 5% change"
"parantheopsis ",0.0468,0.112647139,"Less than 5% change"
"perumytilus purpuratus",0.0468,0.515691711,"Less than 5% change"
"phragmatopoma spp.",0.0468,0.043290401,"Less than 5% change"
"phymactis spp.",0.0468,0.112647139,"Less than 5% change"
"pyura chilensis",0.0468,0.042057117,"Less than 5% change"
"semimytilus algosus",0.0468,0.273948663,"Less than 5% change"
"gulls",0.0468,0.080996046,"Less than 5% change"
"cinclodes nigrofumosus",0.0468,-7.28e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0468,-78.59851937,"Decrease"
"austrolittorina araucana",0.0468,-76.80996949,"Decrease"
"onchidella sp. ",0.0468,-28.25479231,"Decrease"
"Allelopetrolisthes punctatus",0.0468,-0.000756377,"Less than 5% change"
"petrolisthes spinifrons",0.0468,-0.000756377,"Less than 5% change"
"petrolisthes angulosus",0.0468,-0.000756377,"Less than 5% change"
"petrolisthes tuberculatus",0.0468,-0.000756377,"Less than 5% change"
"petrolisthes tuberculosus",0.0468,-0.000756377,"Less than 5% change"
"trimusculus peruvianus",0.0468,-28.16307012,"Decrease"
"lessonia nigrescens j",0.0468,192.0401906,"Increase"
"algae",0.0468,-1.64374195,"Less than 5% change"
"acanthina monodon",0.0469,0.102064749,"Less than 5% change"
"acanthocyclus gayi",0.0469,0.079349225,"Less than 5% change"
"acanthocyclus hassleri",0.0469,0.079150167,"Less than 5% change"
"acanthopleura echinata",0.0469,0.032547388,"Less than 5% change"
"chaetopleura peruviana",0.0469,0.144682113,"Less than 5% change"
"chiton  cummingsi",0.0469,0.677519152,"Less than 5% change"
"chiton  granosus",0.0469,0.365074248,"Less than 5% change"
"chiton  latus",0.0469,0.610418386,"Less than 5% change"
"lottia  orbignyi",0.0469,0.645533046,"Less than 5% change"
"concholepas concholepas",0.0469,0.068589115,"Less than 5% change"
"enoplochiton  niger",0.0469,-0.050353613,"Less than 5% change"
"fissurella  costata",0.0469,-0.270480681,"Less than 5% change"
"fissurella  crassa",0.0469,-0.157476213,"Less than 5% change"
"fissurella  cummingi",0.0469,-0.133756855,"Less than 5% change"
"fissurella  limbata",0.0469,0.649330362,"Less than 5% change"
"fissurella  maxima",0.0469,-0.102225347,"Less than 5% change"
"fissurella  picta",0.0469,-0.12553112,"Less than 5% change"
"fissurella  puhlcra",0.0469,-0.12553112,"Less than 5% change"
"heliaster helianthus",0.0469,0.0666109,"Less than 5% change"
"scurria  araucana",0.0469,0.646460538,"Less than 5% change"
"scurria  ceciliana",0.0469,0.65996017,"Less than 5% change"
"scurria  plana",0.0469,0.650697872,"Less than 5% change"
"scurria scurra",0.0469,-33.26186447,"Decrease"
"scurria variabilis",0.0469,0.711099688,"Less than 5% change"
"scurria viridula",0.0469,0.790870851,"Less than 5% change"
"scurria zebrina",0.0469,0.80527851,"Less than 5% change"
"siphonaria lesoni",0.0469,0.60079362,"Less than 5% change"
"stichaster striatus",0.0469,0.103284734,"Less than 5% change"
"tegula atra",0.0469,92.77541063,"Increase"
"Tonicia lineolata",0.0469,-1.304792667,"Less than 5% change"
"tonicia  chilensis",0.0469,-1.304792667,"Less than 5% change"
"tonicia  elegans",0.0469,-1.304792667,"Less than 5% change"
"anthotoe spp.",0.0469,0.112572497,"Less than 5% change"
"austromegabalanus psittacus",0.0469,0.085904823,"Less than 5% change"
"balanus laevis",0.0469,0.393527883,"Less than 5% change"
"brachidontes granulata",0.0469,0.050857042,"Less than 5% change"
"bunodactis spp.",0.0469,0.112572497,"Less than 5% change"
"Oulactis concinnata",0.0469,0.112572497,"Less than 5% change"
"jhelius cirratus",0.0469,-0.206489671,"Less than 5% change"
"lessonia nigrescens a",0.0469,-19.73885428,"Decrease"
"nothobalanus flosculus",0.0469,0.337791167,"Less than 5% change"
"nothochthamalus scabrosus",0.0469,-0.187180095,"Less than 5% change"
"parantheopsis ",0.0469,0.112572497,"Less than 5% change"
"perumytilus purpuratus",0.0469,0.515526677,"Less than 5% change"
"phragmatopoma spp.",0.0469,0.043249113,"Less than 5% change"
"phymactis spp.",0.0469,0.112572497,"Less than 5% change"
"pyura chilensis",0.0469,0.042017006,"Less than 5% change"
"semimytilus algosus",0.0469,0.273848031,"Less than 5% change"
"gulls",0.0469,0.080961817,"Less than 5% change"
"cinclodes nigrofumosus",0.0469,-7.36e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0469,-78.60074443,"Decrease"
"austrolittorina araucana",0.0469,-76.81230719,"Decrease"
"onchidella sp. ",0.0469,-28.25635427,"Decrease"
"Allelopetrolisthes punctatus",0.0469,-0.000756046,"Less than 5% change"
"petrolisthes spinifrons",0.0469,-0.000756046,"Less than 5% change"
"petrolisthes angulosus",0.0469,-0.000756046,"Less than 5% change"
"petrolisthes tuberculatus",0.0469,-0.000756046,"Less than 5% change"
"petrolisthes tuberculosus",0.0469,-0.000756046,"Less than 5% change"
"trimusculus peruvianus",0.0469,-28.16462721,"Decrease"
"lessonia nigrescens j",0.0469,192.0492864,"Increase"
"algae",0.0469,-1.643832981,"Less than 5% change"
"acanthina monodon",0.047,0.10199705,"Less than 5% change"
"acanthocyclus gayi",0.047,0.079290653,"Less than 5% change"
"acanthocyclus hassleri",0.047,0.079091823,"Less than 5% change"
"acanthopleura echinata",0.047,0.03244819,"Less than 5% change"
"chaetopleura peruviana",0.047,0.144596199,"Less than 5% change"
"chiton  cummingsi",0.047,0.677421041,"Less than 5% change"
"chiton  granosus",0.047,0.364958816,"Less than 5% change"
"chiton  latus",0.047,0.610317036,"Less than 5% change"
"lottia  orbignyi",0.047,0.645433807,"Less than 5% change"
"concholepas concholepas",0.047,0.068535199,"Less than 5% change"
"enoplochiton  niger",0.047,-0.050489412,"Less than 5% change"
"fissurella  costata",0.047,-0.270622914,"Less than 5% change"
"fissurella  crassa",0.047,-0.157615317,"Less than 5% change"
"fissurella  cummingi",0.047,-0.133893212,"Less than 5% change"
"fissurella  limbata",0.047,0.649160824,"Less than 5% change"
"fissurella  maxima",0.047,-0.102361101,"Less than 5% change"
"fissurella  picta",0.047,-0.125667334,"Less than 5% change"
"fissurella  puhlcra",0.047,-0.125667334,"Less than 5% change"
"heliaster helianthus",0.047,0.066558307,"Less than 5% change"
"scurria  araucana",0.047,0.646361465,"Less than 5% change"
"scurria  ceciliana",0.047,0.659861633,"Less than 5% change"
"scurria  plana",0.047,0.65059895,"Less than 5% change"
"scurria scurra",0.047,-33.2607724,"Decrease"
"scurria variabilis",0.047,0.711002484,"Less than 5% change"
"scurria viridula",0.047,0.79077444,"Less than 5% change"
"scurria zebrina",0.047,0.805181964,"Less than 5% change"
"siphonaria lesoni",0.047,0.600691339,"Less than 5% change"
"stichaster striatus",0.047,0.103216017,"Less than 5% change"
"tegula atra",0.047,92.78026906,"Increase"
"Tonicia lineolata",0.047,-1.304986827,"Less than 5% change"
"tonicia  chilensis",0.047,-1.304986827,"Less than 5% change"
"tonicia  elegans",0.047,-1.304986827,"Less than 5% change"
"anthotoe spp.",0.047,0.112498178,"Less than 5% change"
"austromegabalanus psittacus",0.047,0.085831038,"Less than 5% change"
"balanus laevis",0.047,0.393449412,"Less than 5% change"
"brachidontes granulata",0.047,0.05080869,"Less than 5% change"
"bunodactis spp.",0.047,0.112498178,"Less than 5% change"
"Oulactis concinnata",0.047,0.112498178,"Less than 5% change"
"jhelius cirratus",0.047,-0.206662741,"Less than 5% change"
"lessonia nigrescens a",0.047,-19.73819726,"Decrease"
"nothobalanus flosculus",0.047,0.337645773,"Less than 5% change"
"nothochthamalus scabrosus",0.047,-0.187354357,"Less than 5% change"
"parantheopsis ",0.047,0.112498178,"Less than 5% change"
"perumytilus purpuratus",0.047,0.515362355,"Less than 5% change"
"phragmatopoma spp.",0.047,0.043208002,"Less than 5% change"
"phymactis spp.",0.047,0.112498178,"Less than 5% change"
"pyura chilensis",0.047,0.041977067,"Less than 5% change"
"semimytilus algosus",0.047,0.273747833,"Less than 5% change"
"gulls",0.047,0.080927735,"Less than 5% change"
"cinclodes nigrofumosus",0.047,-7.43e-05,"Less than 5% change"
"Echinolittorina peruviana",0.047,-78.60295993,"Decrease"
"austrolittorina araucana",0.047,-76.81463467,"Decrease"
"onchidella sp. ",0.047,-28.25790951,"Decrease"
"Allelopetrolisthes punctatus",0.047,-0.000755716,"Less than 5% change"
"petrolisthes spinifrons",0.047,-0.000755716,"Less than 5% change"
"petrolisthes angulosus",0.047,-0.000755716,"Less than 5% change"
"petrolisthes tuberculatus",0.047,-0.000755716,"Less than 5% change"
"petrolisthes tuberculosus",0.047,-0.000755716,"Less than 5% change"
"trimusculus peruvianus",0.047,-28.16617761,"Decrease"
"lessonia nigrescens j",0.047,192.058343,"Increase"
"algae",0.047,-1.643923621,"Less than 5% change"
"acanthina monodon",0.0471,0.101929643,"Less than 5% change"
"acanthocyclus gayi",0.0471,0.079232334,"Less than 5% change"
"acanthocyclus hassleri",0.0471,0.07903373,"Less than 5% change"
"acanthopleura echinata",0.0471,0.032349419,"Less than 5% change"
"chaetopleura peruviana",0.0471,0.144510655,"Less than 5% change"
"chiton  cummingsi",0.0471,0.677323354,"Less than 5% change"
"chiton  granosus",0.0471,0.364843881,"Less than 5% change"
"chiton  latus",0.0471,0.610216122,"Less than 5% change"
"lottia  orbignyi",0.0471,0.645334995,"Less than 5% change"
"concholepas concholepas",0.0471,0.068481516,"Less than 5% change"
"enoplochiton  niger",0.0471,-0.050624626,"Less than 5% change"
"fissurella  costata",0.0471,-0.270764534,"Less than 5% change"
"fissurella  crassa",0.0471,-0.157753823,"Less than 5% change"
"fissurella  cummingi",0.0471,-0.134028982,"Less than 5% change"
"fissurella  limbata",0.0471,0.648992016,"Less than 5% change"
"fissurella  maxima",0.0471,-0.10249627,"Less than 5% change"
"fissurella  picta",0.0471,-0.125802963,"Less than 5% change"
"fissurella  puhlcra",0.0471,-0.125802963,"Less than 5% change"
"heliaster helianthus",0.0471,0.066505941,"Less than 5% change"
"scurria  araucana",0.0471,0.646262819,"Less than 5% change"
"scurria  ceciliana",0.0471,0.659763521,"Less than 5% change"
"scurria  plana",0.0471,0.650500454,"Less than 5% change"
"scurria scurra",0.0471,-33.25968506,"Decrease"
"scurria variabilis",0.0471,0.710905698,"Less than 5% change"
"scurria viridula",0.0471,0.790678445,"Less than 5% change"
"scurria zebrina",0.0471,0.805085834,"Less than 5% change"
"siphonaria lesoni",0.0471,0.6005895,"Less than 5% change"
"stichaster striatus",0.0471,0.103147595,"Less than 5% change"
"tegula atra",0.0471,92.78510671,"Increase"
"Tonicia lineolata",0.0471,-1.305180152,"Less than 5% change"
"tonicia  chilensis",0.0471,-1.305180152,"Less than 5% change"
"tonicia  elegans",0.0471,-1.305180152,"Less than 5% change"
"anthotoe spp.",0.0471,0.112424179,"Less than 5% change"
"austromegabalanus psittacus",0.0471,0.085757571,"Less than 5% change"
"balanus laevis",0.0471,0.39337128,"Less than 5% change"
"brachidontes granulata",0.0471,0.050760546,"Less than 5% change"
"bunodactis spp.",0.0471,0.112424179,"Less than 5% change"
"Oulactis concinnata",0.0471,0.112424179,"Less than 5% change"
"jhelius cirratus",0.0471,-0.206835067,"Less than 5% change"
"lessonia nigrescens a",0.0471,-19.73754308,"Decrease"
"nothobalanus flosculus",0.0471,0.337501006,"Less than 5% change"
"nothochthamalus scabrosus",0.0471,-0.187527869,"Less than 5% change"
"parantheopsis ",0.0471,0.112424179,"Less than 5% change"
"perumytilus purpuratus",0.0471,0.515198741,"Less than 5% change"
"phragmatopoma spp.",0.0471,0.043167069,"Less than 5% change"
"phymactis spp.",0.0471,0.112424179,"Less than 5% change"
"pyura chilensis",0.0471,0.041937301,"Less than 5% change"
"semimytilus algosus",0.0471,0.273648067,"Less than 5% change"
"gulls",0.0471,0.0808938,"Less than 5% change"
"cinclodes nigrofumosus",0.0471,-7.5e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0471,-78.60516574,"Decrease"
"austrolittorina araucana",0.0471,-76.81695219,"Decrease"
"onchidella sp. ",0.0471,-28.25945807,"Decrease"
"Allelopetrolisthes punctatus",0.0471,-0.000755388,"Less than 5% change"
"petrolisthes spinifrons",0.0471,-0.000755388,"Less than 5% change"
"petrolisthes angulosus",0.0471,-0.000755388,"Less than 5% change"
"petrolisthes tuberculatus",0.0471,-0.000755388,"Less than 5% change"
"petrolisthes tuberculosus",0.0471,-0.000755388,"Less than 5% change"
"trimusculus peruvianus",0.0471,-28.16772135,"Decrease"
"lessonia nigrescens j",0.0471,192.0673609,"Increase"
"algae",0.0471,-1.644013871,"Less than 5% change"
"acanthina monodon",0.0472,0.101862525,"Less than 5% change"
"acanthocyclus gayi",0.0472,0.079174265,"Less than 5% change"
"acanthocyclus hassleri",0.0472,0.078975887,"Less than 5% change"
"acanthopleura echinata",0.0472,0.032251072,"Less than 5% change"
"chaetopleura peruviana",0.0472,0.144425479,"Less than 5% change"
"chiton  cummingsi",0.0472,0.677226088,"Less than 5% change"
"chiton  granosus",0.0472,0.364729441,"Less than 5% change"
"chiton  latus",0.0472,0.610115643,"Less than 5% change"
"lottia  orbignyi",0.0472,0.645236609,"Less than 5% change"
"concholepas concholepas",0.0472,0.068428062,"Less than 5% change"
"enoplochiton  niger",0.0472,-0.050759259,"Less than 5% change"
"fissurella  costata",0.0472,-0.270905547,"Less than 5% change"
"fissurella  crassa",0.0472,-0.157891734,"Less than 5% change"
"fissurella  cummingi",0.0472,-0.134164169,"Less than 5% change"
"fissurella  limbata",0.0472,0.648823934,"Less than 5% change"
"fissurella  maxima",0.0472,-0.102630859,"Less than 5% change"
"fissurella  picta",0.0472,-0.125938009,"Less than 5% change"
"fissurella  puhlcra",0.0472,-0.125938009,"Less than 5% change"
"heliaster helianthus",0.0472,0.066453799,"Less than 5% change"
"scurria  araucana",0.0472,0.646164598,"Less than 5% change"
"scurria  ceciliana",0.0472,0.659665832,"Less than 5% change"
"scurria  plana",0.0472,0.650402382,"Less than 5% change"
"scurria scurra",0.0472,-33.25860241,"Decrease"
"scurria variabilis",0.0472,0.71080933,"Less than 5% change"
"scurria viridula",0.0472,0.790582864,"Less than 5% change"
"scurria zebrina",0.0472,0.804990118,"Less than 5% change"
"siphonaria lesoni",0.0472,0.600488098,"Less than 5% change"
"stichaster striatus",0.0472,0.103079468,"Less than 5% change"
"tegula atra",0.0472,92.78992371,"Increase"
"Tonicia lineolata",0.0472,-1.305372649,"Less than 5% change"
"tonicia  chilensis",0.0472,-1.305372649,"Less than 5% change"
"tonicia  elegans",0.0472,-1.305372649,"Less than 5% change"
"anthotoe spp.",0.0472,0.112350497,"Less than 5% change"
"austromegabalanus psittacus",0.0472,0.085684418,"Less than 5% change"
"balanus laevis",0.0472,0.393293484,"Less than 5% change"
"brachidontes granulata",0.0472,0.050712608,"Less than 5% change"
"bunodactis spp.",0.0472,0.112350497,"Less than 5% change"
"Oulactis concinnata",0.0472,0.112350497,"Less than 5% change"
"jhelius cirratus",0.0472,-0.207006652,"Less than 5% change"
"lessonia nigrescens a",0.0472,-19.73689172,"Decrease"
"nothobalanus flosculus",0.0472,0.337356861,"Less than 5% change"
"nothochthamalus scabrosus",0.0472,-0.187700636,"Less than 5% change"
"parantheopsis ",0.0472,0.112350497,"Less than 5% change"
"perumytilus purpuratus",0.0472,0.51503583,"Less than 5% change"
"phragmatopoma spp.",0.0472,0.043126312,"Less than 5% change"
"phymactis spp.",0.0472,0.112350497,"Less than 5% change"
"pyura chilensis",0.0472,0.041897706,"Less than 5% change"
"semimytilus algosus",0.0472,0.27354873,"Less than 5% change"
"gulls",0.0472,0.08086001,"Less than 5% change"
"cinclodes nigrofumosus",0.0472,-7.57e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0472,-78.60736187,"Decrease"
"austrolittorina araucana",0.0472,-76.81925946,"Decrease"
"onchidella sp. ",0.0472,-28.26100001,"Decrease"
"Allelopetrolisthes punctatus",0.0472,-0.000755061,"Less than 5% change"
"petrolisthes spinifrons",0.0472,-0.000755061,"Less than 5% change"
"petrolisthes angulosus",0.0472,-0.000755061,"Less than 5% change"
"petrolisthes tuberculatus",0.0472,-0.000755061,"Less than 5% change"
"petrolisthes tuberculosus",0.0472,-0.000755061,"Less than 5% change"
"trimusculus peruvianus",0.0472,-28.16925848,"Decrease"
"lessonia nigrescens j",0.0472,192.0763402,"Increase"
"algae",0.0472,-1.644103735,"Less than 5% change"
"acanthina monodon",0.0473,0.101795695,"Less than 5% change"
"acanthocyclus gayi",0.0473,0.079116445,"Less than 5% change"
"acanthocyclus hassleri",0.0473,0.078918292,"Less than 5% change"
"acanthopleura echinata",0.0473,0.032153146,"Less than 5% change"
"chaetopleura peruviana",0.0473,0.144340668,"Less than 5% change"
"chiton  cummingsi",0.0473,0.677129239,"Less than 5% change"
"chiton  granosus",0.0473,0.364615491,"Less than 5% change"
"chiton  latus",0.0473,0.610015595,"Less than 5% change"
"lottia  orbignyi",0.0473,0.645138646,"Less than 5% change"
"concholepas concholepas",0.0473,0.068374838,"Less than 5% change"
"enoplochiton  niger",0.0473,-0.050893315,"Less than 5% change"
"fissurella  costata",0.0473,-0.271045955,"Less than 5% change"
"fissurella  crassa",0.0473,-0.158029054,"Less than 5% change"
"fissurella  cummingi",0.0473,-0.134298777,"Less than 5% change"
"fissurella  limbata",0.0473,0.648656573,"Less than 5% change"
"fissurella  maxima",0.0473,-0.102764872,"Less than 5% change"
"fissurella  picta",0.0473,-0.126072477,"Less than 5% change"
"fissurella  puhlcra",0.0473,-0.126072477,"Less than 5% change"
